id,name,status,species,type,gender,origin_name,location_name,image,url,episode_count
457,Funny Songs Presenter,Alive,Human,,Male,unknown,Interdimensional Cable,https://rickandmortyapi.com/api/character/avatar/457.jpeg,https://rickandmortyapi.com/api/character/457,1
458,Tax Attorney,unknown,Human,,Male,unknown,Interdimensional Cable,https://rickandmortyapi.com/api/character/avatar/458.jpeg,https://rickandmortyapi.com/api/character/458,1
459,Butthole Ice Cream Guy,Alive,Alien,,Male,unknown,Interdimensional Cable,https://rickandmortyapi.com/api/character/avatar/459.jpeg,https://rickandmortyapi.com/api/character/459,1
460,Traflorkian Journalist,Alive,Alien,Traflorkian,Male,unknown,St. Gloopy Noops Hospital,https://rickandmortyapi.com/api/character/avatar/460.jpeg,https://rickandmortyapi.com/api/character/460,1
461,Communication's Responsible Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/461.jpeg,https://rickandmortyapi.com/api/character/461,1
462,Teleportation's Responsible Rick,unknown,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/462.jpeg,https://rickandmortyapi.com/api/character/462,1
463,SEAL Team Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/463.jpeg,https://rickandmortyapi.com/api/character/463,1
464,SEAL Team Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/464.jpeg,https://rickandmortyapi.com/api/character/464,1
465,SEAL Team Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/465.jpeg,https://rickandmortyapi.com/api/character/465,1
466,SEAL Team Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/466.jpeg,https://rickandmortyapi.com/api/character/466,1
467,Morphizer-XE Customer Support,Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/467.jpeg,https://rickandmortyapi.com/api/character/467,1
468,Morphizer-XE Customer Support,Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/468.jpeg,https://rickandmortyapi.com/api/character/468,1
469,Morphizer-XE Customer Support,unknown,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/469.jpeg,https://rickandmortyapi.com/api/character/469,1
470,Alien Spa Employee,Alive,Alien,,Male,unknown,Alien Day Spa,https://rickandmortyapi.com/api/character/avatar/470.jpeg,https://rickandmortyapi.com/api/character/470,1
471,Little Voltron,Alive,Robot,,Genderless,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/471.jpeg,https://rickandmortyapi.com/api/character/471,1
472,Baby Rick,Alive,Human,Clone,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/472.jpeg,https://rickandmortyapi.com/api/character/472,1
473,Bartender Morty,Alive,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/473.jpeg,https://rickandmortyapi.com/api/character/473,1
474,Dancer Cowboy Morty,Alive,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/474.jpeg,https://rickandmortyapi.com/api/character/474,1
475,Dancer Morty,Alive,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/475.jpeg,https://rickandmortyapi.com/api/character/475,1
476,Flower Morty,Alive,Human,Human with a flower in his head,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/476.jpeg,https://rickandmortyapi.com/api/character/476,1
477,Hairdresser Rick,Alive,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/477.jpeg,https://rickandmortyapi.com/api/character/477,1
478,Journalist Rick,Alive,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/478.jpeg,https://rickandmortyapi.com/api/character/478,1
479,Private Sector Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/479.jpeg,https://rickandmortyapi.com/api/character/479,1
480,Purple Morty,Alive,Alien,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/480.jpeg,https://rickandmortyapi.com/api/character/480,1
481,Retired General Rick,unknown,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/481.jpeg,https://rickandmortyapi.com/api/character/481,1
482,Secret Service Rick,Alive,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/482.jpeg,https://rickandmortyapi.com/api/character/482,1
483,Steve Jobs Rick,Alive,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/483.jpeg,https://rickandmortyapi.com/api/character/483,1
484,Sheik Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/484.jpeg,https://rickandmortyapi.com/api/character/484,1
485,Modern Rick,Alive,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/485.jpeg,https://rickandmortyapi.com/api/character/485,1
486,Tan Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/486.jpeg,https://rickandmortyapi.com/api/character/486,1
487,Visor Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/487.jpeg,https://rickandmortyapi.com/api/character/487,1
488,Colonial Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/488.jpeg,https://rickandmortyapi.com/api/character/488,1
489,P-Coat Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/489.jpeg,https://rickandmortyapi.com/api/character/489,1
490,Chang,Alive,Human,,Male,unknown,The Menagerie,https://rickandmortyapi.com/api/character/avatar/490.jpeg,https://rickandmortyapi.com/api/character/490,1
491,Dr. Eleanor Arroway,Alive,Human,,Female,unknown,The Menagerie,https://rickandmortyapi.com/api/character/avatar/491.jpeg,https://rickandmortyapi.com/api/character/491,1
492,Varrix,Alive,Alien,,unknown,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/492.jpeg,https://rickandmortyapi.com/api/character/492,1
493,Secretary of the Interior,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/493.jpeg,https://rickandmortyapi.com/api/character/493,1
494,Crystal Poacher,Dead,Alien,,Male,unknown,Forbodulon Prime,https://rickandmortyapi.com/api/character/avatar/494.jpeg,https://rickandmortyapi.com/api/character/494,1
495,Crystal Poacher,Dead,Alien,,Male,unknown,Forbodulon Prime,https://rickandmortyapi.com/api/character/avatar/495.jpeg,https://rickandmortyapi.com/api/character/495,1
496,Crystal Poacher,Dead,Alien,,Male,unknown,Forbodulon Prime,https://rickandmortyapi.com/api/character/avatar/496.jpeg,https://rickandmortyapi.com/api/character/496,1
497,Hologram Rick,Dead,Humanoid,Hologram,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/497.jpeg,https://rickandmortyapi.com/api/character/497,1
498,Fascist Rick,Dead,Human,,Male,Earth (Fascist Dimension),Earth (Fascist Dimension),https://rickandmortyapi.com/api/character/avatar/498.jpeg,https://rickandmortyapi.com/api/character/498,1
499,Fascist Morty,Dead,Human,,Male,Earth (Fascist Dimension),Earth (Fascist Dimension),https://rickandmortyapi.com/api/character/avatar/499.jpeg,https://rickandmortyapi.com/api/character/499,1
500,Fascist Mr. President,Alive,Human,,Male,Earth (Fascist Dimension),Earth (Fascist Dimension),https://rickandmortyapi.com/api/character/avatar/500.jpeg,https://rickandmortyapi.com/api/character/500,1
501,Fascist Rick’s Clone,Dead,Human,Clone,Male,Earth (Fascist Dimension),Earth (Fascist Dimension),https://rickandmortyapi.com/api/character/avatar/501.jpeg,https://rickandmortyapi.com/api/character/501,1
502,Revolio Clockberg Jr.,Dead,Alien,Gear-Person,Male,Earth (Fascist Dimension),Earth (Fascist Dimension),https://rickandmortyapi.com/api/character/avatar/502.jpeg,https://rickandmortyapi.com/api/character/502,1
503,Fascist Shrimp Rick,Alive,Animal,Shrimp,Male,Earth (Fascist Shrimp Dimension),Earth (Fascist Shrimp Dimension),https://rickandmortyapi.com/api/character/avatar/503.jpeg,https://rickandmortyapi.com/api/character/503,1
504,Fascist Shrimp Rick’s Clone,Dead,Animal,Shrimp,Male,Earth (Fascist Shrimp Dimension),Earth (Fascist Shrimp Dimension),https://rickandmortyapi.com/api/character/avatar/504.jpeg,https://rickandmortyapi.com/api/character/504,1
505,Fascist Shrimp Morty,Alive,Animal,Shrimp,Male,Earth (Fascist Shrimp Dimension),Earth (Fascist Shrimp Dimension),https://rickandmortyapi.com/api/character/avatar/505.jpeg,https://rickandmortyapi.com/api/character/505,1
506,Fascist Shrimp SS,Alive,Animal,Shrimp,Male,Earth (Fascist Shrimp Dimension),Earth (Fascist Shrimp Dimension),https://rickandmortyapi.com/api/character/avatar/506.jpeg,https://rickandmortyapi.com/api/character/506,1
507,Fascist Teddy Bear Rick,Alive,Animal,Teddy Bear,Male,Earth (Fascist Teddy Bear Dimension),Earth (Fascist Teddy Bear Dimension),https://rickandmortyapi.com/api/character/avatar/507.jpeg,https://rickandmortyapi.com/api/character/507,1
508,Fascist Teddy Bear Rick’s Clone,Dead,Animal,Teddy Bear,Male,Earth (Fascist Teddy Bear Dimension),Earth (Fascist Teddy Bear Dimension),https://rickandmortyapi.com/api/character/avatar/508.jpeg,https://rickandmortyapi.com/api/character/508,1
509,Bully,unknown,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/509.jpeg,https://rickandmortyapi.com/api/character/509,1
510,Anchorman,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/510.jpeg,https://rickandmortyapi.com/api/character/510,1
511,Anchorwoman,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/511.jpeg,https://rickandmortyapi.com/api/character/511,1
512,Morty’s Lawyer,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/512.jpeg,https://rickandmortyapi.com/api/character/512,1
513,Judge,Dead,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/513.jpeg,https://rickandmortyapi.com/api/character/513,1
514,Public Opinion Judge,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/514.jpeg,https://rickandmortyapi.com/api/character/514,1
515,Caterpillar Mr. Goldenfold,Dead,Animal,Caterpillar,Male,Earth (Wasp Dimension),Earth (Wasp Dimension),https://rickandmortyapi.com/api/character/avatar/515.jpeg,https://rickandmortyapi.com/api/character/515,1
516,Wasp Rick,Alive,Animal,Wasp,Male,Earth (Wasp Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/516.jpeg,https://rickandmortyapi.com/api/character/516,1
517,Wasp Rick’s Clone,unknown,Animal,Wasp,Male,Earth (Wasp Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/517.jpeg,https://rickandmortyapi.com/api/character/517,1
518,Wasp Morty,Alive,Animal,Wasp,Male,Earth (Wasp Dimension),Earth (Wasp Dimension),https://rickandmortyapi.com/api/character/avatar/518.jpeg,https://rickandmortyapi.com/api/character/518,1
519,Wasp Summer,Alive,Animal,Wasp,Female,Earth (Wasp Dimension),Earth (Wasp Dimension),https://rickandmortyapi.com/api/character/avatar/519.jpeg,https://rickandmortyapi.com/api/character/519,1
520,Wasp Jerry,Alive,Animal,Wasp,Male,Earth (Wasp Dimension),Earth (Wasp Dimension),https://rickandmortyapi.com/api/character/avatar/520.jpeg,https://rickandmortyapi.com/api/character/520,1
521,Wasp Beth,Alive,Animal,Wasp,Female,Earth (Wasp Dimension),Earth (Wasp Dimension),https://rickandmortyapi.com/api/character/avatar/521.jpeg,https://rickandmortyapi.com/api/character/521,1
522,Caterpillar Mr. Goldenfold’s Larvae,Dead,Animal,Caterpillar,unknown,Earth (Wasp Dimension),Earth (Wasp Dimension),https://rickandmortyapi.com/api/character/avatar/522.jpeg,https://rickandmortyapi.com/api/character/522,1
523,Boglin,unknown,unknown,Toy,unknown,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/523.jpeg,https://rickandmortyapi.com/api/character/523,1
524,Kirkland Brand Mr. Meeseeks,unknown,Humanoid,Meeseeks,Male,Mr. Meeseeks Box,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/524.jpeg,https://rickandmortyapi.com/api/character/524,1
525,Glootie,Alive,Alien,Monogatron,Male,unknown,Monogatron Mothership,https://rickandmortyapi.com/api/character/avatar/525.jpeg,https://rickandmortyapi.com/api/character/525,1
526,Danny Publitz,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/526.jpeg,https://rickandmortyapi.com/api/character/526,1
527,Mothership Intern,Alive,Alien,Monogatron,Male,unknown,Monogatron Mothership,https://rickandmortyapi.com/api/character/avatar/527.jpeg,https://rickandmortyapi.com/api/character/527,1
528,Monogatron Leader,Alive,Alien,Monogatron,Male,unknown,Monogatron Mothership,https://rickandmortyapi.com/api/character/avatar/528.jpeg,https://rickandmortyapi.com/api/character/528,1
529,Lizard,Dead,Alien,Lizard,Male,Midland Quasar,Midland Quasar,https://rickandmortyapi.com/api/character/avatar/529.jpeg,https://rickandmortyapi.com/api/character/529,1
530,Deliverance,Dead,Robot,,Genderless,Midland Quasar,Midland Quasar,https://rickandmortyapi.com/api/character/avatar/530.jpeg,https://rickandmortyapi.com/api/character/530,1
531,Tony,Dead,Alien,,Male,unknown,Mount Space Everest,https://rickandmortyapi.com/api/character/avatar/531.jpeg,https://rickandmortyapi.com/api/character/531,1
532,Tony’s Wife,Dead,Alien,,Female,Globaflyn,Globaflyn,https://rickandmortyapi.com/api/character/avatar/532.jpeg,https://rickandmortyapi.com/api/character/532,1
533,Monogatron Queen,Alive,Alien,Monogatron,Female,unknown,Monogatron Mothership,https://rickandmortyapi.com/api/character/avatar/533.jpeg,https://rickandmortyapi.com/api/character/533,1
534,Tony's Dad,Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/534.jpeg,https://rickandmortyapi.com/api/character/534,1
535,Jeff,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/535.jpeg,https://rickandmortyapi.com/api/character/535,1
536,Josiah,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/536.jpeg,https://rickandmortyapi.com/api/character/536,1
537,Maggie,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/537.jpeg,https://rickandmortyapi.com/api/character/537,1
538,Priest Witherspoon,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/538.jpeg,https://rickandmortyapi.com/api/character/538,1
539,Richard,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/539.jpeg,https://rickandmortyapi.com/api/character/539,1
540,Running Bird,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/540.jpeg,https://rickandmortyapi.com/api/character/540,1
541,Secretary at Tony's,Alive,Alien,,Female,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/541.jpeg,https://rickandmortyapi.com/api/character/541,1
542,Mountain Sweat Jerry,Alive,Human,,Male,Globaflyn,Globaflyn,https://rickandmortyapi.com/api/character/avatar/542.jpeg,https://rickandmortyapi.com/api/character/542,1
543,Vermigurber,Alive,Alien,Fly,Male,unknown,Gorgon Quadrant,https://rickandmortyapi.com/api/character/avatar/543.jpeg,https://rickandmortyapi.com/api/character/543,1
544,Miles Knightly,Dead,Alien,,Male,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/544.jpeg,https://rickandmortyapi.com/api/character/544,1
545,Heist-Con Receptionist,Alive,Alien,,Female,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/545.jpeg,https://rickandmortyapi.com/api/character/545,1
546,Angie Flint,Alive,Human,Cyborg,Female,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/546.jpeg,https://rickandmortyapi.com/api/character/546,1
547,Glar,Alive,Alien,,Male,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/547.jpeg,https://rickandmortyapi.com/api/character/547,1
548,Truckula,Alive,Mythological Creature,Vampire,Male,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/548.jpeg,https://rickandmortyapi.com/api/character/548,1
549,Snake Arms,Alive,Alien,,Male,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/549.jpeg,https://rickandmortyapi.com/api/character/549,1
550,Double Microwawe,Alive,Humanoid,Cyborg,Male,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/550.jpeg,https://rickandmortyapi.com/api/character/550,1
551,Monitor Lord,Alive,Alien,,Male,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/551.jpeg,https://rickandmortyapi.com/api/character/551,1
552,Key Catcher,Alive,Alien,,Female,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/552.jpeg,https://rickandmortyapi.com/api/character/552,1
553,The Shapeshiftress,Alive,Alien,Shapeshifter,Female,unknown,Heist-Con,https://rickandmortyapi.com/api/character/avatar/553.jpeg,https://rickandmortyapi.com/api/character/553,1
554,Heistotron,Dead,Robot,,Genderless,Earth (Replacement Dimension),Heistotron Base,https://rickandmortyapi.com/api/character/avatar/554.jpeg,https://rickandmortyapi.com/api/character/554,1
555,Randotron,Dead,Robot,,Genderless,Earth (Replacement Dimension),Heistotron Base,https://rickandmortyapi.com/api/character/avatar/555.jpeg,https://rickandmortyapi.com/api/character/555,1
556,Hephaestus,Alive,Mythological Creature,God,Male,Mount Olympus,Heistotron Base,https://rickandmortyapi.com/api/character/avatar/556.jpeg,https://rickandmortyapi.com/api/character/556,1
557,Ventriloquiver,Alive,Humanoid,Dummy,Female,Plitzville Montana,Heistotron Base,https://rickandmortyapi.com/api/character/avatar/557.jpeg,https://rickandmortyapi.com/api/character/557,1
558,Elon Tusk,Alive,Human,Human with tusks,Male,Earth (Tusk Dimension),Heistotron Base,https://rickandmortyapi.com/api/character/avatar/558.jpeg,https://rickandmortyapi.com/api/character/558,1
559,Gramuflackian Anchorman,Dead,Alien,Gramuflackian,Male,Gramuflack,Gramuflack,https://rickandmortyapi.com/api/character/avatar/559.jpeg,https://rickandmortyapi.com/api/character/559,1
560,Gramuflackian General,Dead,Alien,Gramuflackian,Male,Gramuflack,Gramuflack,https://rickandmortyapi.com/api/character/avatar/560.jpeg,https://rickandmortyapi.com/api/character/560,1
561,Netflix Executive,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/561.jpeg,https://rickandmortyapi.com/api/character/561,1
562,Balthromaw,Alive,Mythological Creature,Dragon,Male,Draygon,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/562.jpeg,https://rickandmortyapi.com/api/character/562,1
563,The Wizard,Dead,Human,,Male,Draygon,Draygon,https://rickandmortyapi.com/api/character/avatar/563.jpeg,https://rickandmortyapi.com/api/character/563,1
564,Talking Cat,Alive,Animal,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/564.jpeg,https://rickandmortyapi.com/api/character/564,1
565,Debrah,Alive,Mythological Creature,Dragon,Male,Draygon,Draygon,https://rickandmortyapi.com/api/character/avatar/565.jpeg,https://rickandmortyapi.com/api/character/565,1
566,Debrah’s Partner,Alive,Mythological Creature,Dragon,Male,Draygon,Draygon,https://rickandmortyapi.com/api/character/avatar/566.jpeg,https://rickandmortyapi.com/api/character/566,1
567,Michael,Alive,Mythological Creature,Dragon,Male,Draygon,Draygon,https://rickandmortyapi.com/api/character/avatar/567.jpeg,https://rickandmortyapi.com/api/character/567,1
568,Slut Dragon,Alive,Mythological Creature,Dragon,Male,Draygon,Draygon,https://rickandmortyapi.com/api/character/avatar/568.jpeg,https://rickandmortyapi.com/api/character/568,1
569,Shadow Jacker,Alive,Mythological Creature,Dragon,Male,Draygon,Draygon,https://rickandmortyapi.com/api/character/avatar/569.jpeg,https://rickandmortyapi.com/api/character/569,1
570,Chachi,Dead,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/570.jpeg,https://rickandmortyapi.com/api/character/570,1
571,Slippy,Alive,Animal,Snake,Female,Earth (Replacement Dimension),Snake Planet,https://rickandmortyapi.com/api/character/avatar/571.jpeg,https://rickandmortyapi.com/api/character/571,1
572,Robot Snake,unknown,Robot,Snake,Genderless,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/572.jpeg,https://rickandmortyapi.com/api/character/572,1
573,Snake Hitler,Dead,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/573.jpeg,https://rickandmortyapi.com/api/character/573,1
574,Snake Lincoln,Dead,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/574.jpeg,https://rickandmortyapi.com/api/character/574,1
575,Snake Resistance Robot,Dead,Robot,Human-Snake hybrid,Genderless,Snake Planet,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/575.jpeg,https://rickandmortyapi.com/api/character/575,1
576,Snake Linguist,unknown,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/576.jpeg,https://rickandmortyapi.com/api/character/576,1
577,Snake Terminator,unknown,Robot,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/577.jpeg,https://rickandmortyapi.com/api/character/577,1
578,Snake Soldier,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/578.jpeg,https://rickandmortyapi.com/api/character/578,1
579,Snake with Legs,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/579.jpeg,https://rickandmortyapi.com/api/character/579,1
580,Secret Service Snake,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/580.jpeg,https://rickandmortyapi.com/api/character/580,1
581,Anchosnake,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/581.jpeg,https://rickandmortyapi.com/api/character/581,1
582,Anchosnake,Alive,Animal,Snake,Female,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/582.jpeg,https://rickandmortyapi.com/api/character/582,1
583,80's snake,unknown,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/583.jpeg,https://rickandmortyapi.com/api/character/583,1
584,Bar Customer,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/584.jpeg,https://rickandmortyapi.com/api/character/584,1
585,Bartender,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/585.jpeg,https://rickandmortyapi.com/api/character/585,1
586,PC Basketball Player,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/586.jpeg,https://rickandmortyapi.com/api/character/586,1
587,Cavesnake,Dead,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/587.jpeg,https://rickandmortyapi.com/api/character/587,1
588,Pet Shop Employee,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/588.jpeg,https://rickandmortyapi.com/api/character/588,1
589,Snake Reporter,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/589.jpeg,https://rickandmortyapi.com/api/character/589,1
590,High Pilot,unknown,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/590.jpeg,https://rickandmortyapi.com/api/character/590,1
591,High Pilot,unknown,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/591.jpeg,https://rickandmortyapi.com/api/character/591,1
592,Phoenixperson,Dead,Alien,Cyborg,Male,Bird World,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/592.jpeg,https://rickandmortyapi.com/api/character/592,3
593,Tickets Please Guy,Dead,Human,Soulless Puppet,Male,Story Train,Non-Diegetic Alternative Reality,https://rickandmortyapi.com/api/character/avatar/593.jpeg,https://rickandmortyapi.com/api/character/593,1
594,Floaty Bloody Man,Dead,Human,Half Soulless Puppet,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/594.jpeg,https://rickandmortyapi.com/api/character/594,1
595,Floaty Non-Gasm Brotherhood Member,Dead,Alien,Soulless Puppet,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/595.jpeg,https://rickandmortyapi.com/api/character/595,1
596,Floaty Non-Gasm Brotherhood Member Friend,Dead,Alien,Soulless Puppet,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/596.jpeg,https://rickandmortyapi.com/api/character/596,1
597,Abradolf Lincler,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/597.jpeg,https://rickandmortyapi.com/api/character/597,1
598,Biblesaurus,Alive,Animal,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/598.jpeg,https://rickandmortyapi.com/api/character/598,1
599,Birdperson,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/599.jpeg,https://rickandmortyapi.com/api/character/599,1
600,Cats Fan,Alive,Alien,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/600.jpeg,https://rickandmortyapi.com/api/character/600,1
601,Christmas Storyteller,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/601.jpeg,https://rickandmortyapi.com/api/character/601,1
602,Cookies Guy,Alive,Human,Soulless Puppet,Male,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/602.jpeg,https://rickandmortyapi.com/api/character/602,1
603,Crossy,Alive,unknown,Soulless Puppet,Genderless,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/603.jpeg,https://rickandmortyapi.com/api/character/603,1
604,Female Scorpion,Dead,Animal,Soulless Puppet,Female,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/604.jpeg,https://rickandmortyapi.com/api/character/604,1
605,Floaty Bloody Man’s Daughter,Dead,Human,Soulless Puppet,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/605.jpeg,https://rickandmortyapi.com/api/character/605,1
606,Goomby,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/606.jpeg,https://rickandmortyapi.com/api/character/606,1
